ProductsCategory,Date,TotalSales,PreviousTotalSales,SalesGrowthPercentage
"Aquatic Tuberous Vegetables",2021-06-03,¥110.19,¥86.81,26.93%
"Aquatic Tuberous Vegetables",2021-06-04,¥150.71,¥110.19,36.77%
"Aquatic Tuberous Vegetables",2021-06-05,¥216.07,¥150.71,43.37%
"Aquatic Tuberous Vegetables",2021-06-06,¥94.66,¥216.07,-56.19%
"Aquatic Tuberous Vegetables",2021-06-07,¥101.11,¥94.66,6.82%
"Aquatic Tuberous Vegetables",2021-06-08,¥82.38,¥101.11,-18.53%
"Aquatic Tuberous Vegetables",2021-06-09,¥110.02,¥82.38,33.56%
"Aquatic Tuberous Vegetables",2021-06-10,¥174.52,¥110.02,58.63%
"Aquatic Tuberous Vegetables",2021-06-11,¥112.42,¥174.52,-35.58%
"Aquatic Tuberous Vegetables",2021-06-12,¥366.95,¥112.42,226.4%
"Aquatic Tuberous Vegetables",2021-06-13,¥220.98,¥366.95,-39.78%
"Aquatic Tuberous Vegetables",2021-06-14,¥258.69,¥220.98,17.07%
"Aquatic Tuberous Vegetables",2021-06-15,¥187.71,¥258.69,-27.44%
"Aquatic Tuberous Vegetables",2021-06-16,¥68.28,¥187.71,-63.63%
"Aquatic Tuberous Vegetables",2021-06-17,¥136.41,¥68.28,99.79%
"Aquatic Tuberous Vegetables",2021-06-18,¥140.6,¥136.41,3.08%
"Aquatic Tuberous Vegetables",2021-06-19,¥186.38,¥140.6,32.56%
"Aquatic Tuberous Vegetables",2021-06-20,¥199.12,¥186.38,6.83%
"Aquatic Tuberous Vegetables",2021-06-21,¥156.4,¥199.12,-21.45%
"Aquatic Tuberous Vegetables",2021-06-22,¥202.18,¥156.4,29.27%
"Aquatic Tuberous Vegetables",2021-06-23,¥141.38,¥202.18,-30.07%
"Aquatic Tuberous Vegetables",2021-06-24,¥110.95,¥141.38,-21.52%
"Aquatic Tuberous Vegetables",2021-06-25,¥127.98,¥110.95,15.34%
"Aquatic Tuberous Vegetables",2021-06-26,¥260.15,¥127.98,103.28%
"Aquatic Tuberous Vegetables",2021-06-27,¥276,¥260.15,6.09%
"Aquatic Tuberous Vegetables",2021-06-28,¥128.5,¥276,-53.44%
"Aquatic Tuberous Vegetables",2021-06-29,¥104.01,¥128.5,-19.06%
"Aquatic Tuberous Vegetables",2021-06-30,¥109.76,¥104.01,5.53%
"Aquatic Tuberous Vegetables",2021-07-01,¥113.26,¥109.76,3.19%
"Aquatic Tuberous Vegetables",2021-07-02,¥138.61,¥113.26,22.38%
"Aquatic Tuberous Vegetables",2021-07-03,¥322.89,¥138.61,132.94%
"Aquatic Tuberous Vegetables",2021-07-04,¥235.24,¥322.89,-27.15%
"Aquatic Tuberous Vegetables",2021-07-05,¥131.68,¥235.24,-44.02%
"Aquatic Tuberous Vegetables",2021-07-06,¥90.47,¥131.68,-31.3%
"Aquatic Tuberous Vegetables",2021-07-07,¥120.96,¥90.47,33.7%
"Aquatic Tuberous Vegetables",2021-07-08,¥143.57,¥120.96,18.7%
"Aquatic Tuberous Vegetables",2021-07-09,¥61.78,¥143.57,-56.97%
"Aquatic Tuberous Vegetables",2021-07-10,¥216.17,¥61.78,249.88%
"Aquatic Tuberous Vegetables",2021-07-11,¥229.73,¥216.17,6.27%
"Aquatic Tuberous Vegetables",2021-07-12,¥121.73,¥229.73,-47.01%
"Aquatic Tuberous Vegetables",2021-07-13,¥137.44,¥121.73,12.9%
"Aquatic Tuberous Vegetables",2021-07-14,¥149.35,¥137.44,8.66%
"Aquatic Tuberous Vegetables",2021-07-15,¥78.5,¥149.35,-47.43%
"Aquatic Tuberous Vegetables",2021-07-16,¥221.41,¥78.5,182.03%
"Aquatic Tuberous Vegetables",2021-07-17,¥339.12,¥221.41,53.17%
"Aquatic Tuberous Vegetables",2021-07-18,¥343.84,¥339.12,1.39%
"Aquatic Tuberous Vegetables",2021-07-19,¥239.7,¥343.84,-30.29%
"Aquatic Tuberous Vegetables",2021-07-20,¥206.19,¥239.7,-13.98%
"Aquatic Tuberous Vegetables",2021-07-21,¥267.75,¥206.19,29.85%
"Aquatic Tuberous Vegetables",2021-07-22,¥265.04,¥267.75,-1.01%
"Aquatic Tuberous Vegetables",2021-07-23,¥166.71,¥265.04,-37.1%
"Aquatic Tuberous Vegetables",2021-07-24,¥414.32,¥166.71,148.52%
"Aquatic Tuberous Vegetables",2021-07-25,¥279.76,¥414.32,-32.48%
"Aquatic Tuberous Vegetables",2021-07-26,¥216.32,¥279.76,-22.68%
"Aquatic Tuberous Vegetables",2021-07-27,¥461.22,¥216.32,113.22%
"Aquatic Tuberous Vegetables",2021-07-28,¥446.93,¥461.22,-3.1%
"Aquatic Tuberous Vegetables",2021-07-29,¥191.83,¥446.93,-57.08%
"Aquatic Tuberous Vegetables",2021-07-30,¥247.36,¥191.83,28.94%
"Aquatic Tuberous Vegetables",2021-07-31,¥292.81,¥247.36,18.38%
"Aquatic Tuberous Vegetables",2021-08-01,¥414.76,¥292.81,41.65%
"Aquatic Tuberous Vegetables",2021-08-02,¥231.81,¥414.76,-44.11%
"Aquatic Tuberous Vegetables",2021-08-03,¥295.75,¥231.81,27.58%
"Aquatic Tuberous Vegetables",2021-08-04,¥232.64,¥295.75,-21.34%
"Aquatic Tuberous Vegetables",2021-08-05,¥152.42,¥232.64,-34.48%
"Aquatic Tuberous Vegetables",2021-08-06,¥289.62,¥152.42,90.01%
"Aquatic Tuberous Vegetables",2021-08-07,¥367.79,¥289.62,26.99%
"Aquatic Tuberous Vegetables",2021-08-08,¥272.22,¥367.79,-25.98%
"Aquatic Tuberous Vegetables",2021-08-09,¥197.11,¥272.22,-27.59%
"Aquatic Tuberous Vegetables",2021-08-10,¥273.66,¥197.11,38.84%
"Aquatic Tuberous Vegetables",2021-08-11,¥207.38,¥273.66,-24.22%
"Aquatic Tuberous Vegetables",2021-08-12,¥233.51,¥207.38,12.6%
"Aquatic Tuberous Vegetables",2021-08-13,¥306.39,¥233.51,31.21%
"Aquatic Tuberous Vegetables",2021-08-14,¥224.21,¥306.39,-26.82%
"Aquatic Tuberous Vegetables",2021-08-15,¥413.32,¥224.21,84.35%
"Aquatic Tuberous Vegetables",2021-08-16,¥429.26,¥413.32,3.86%
"Aquatic Tuberous Vegetables",2021-08-17,¥480.3,¥429.26,11.89%
"Aquatic Tuberous Vegetables",2021-08-18,¥467.28,¥480.3,-2.71%
"Aquatic Tuberous Vegetables",2021-08-19,¥242.4,¥467.28,-48.13%
"Aquatic Tuberous Vegetables",2021-08-20,¥235.22,¥242.4,-2.96%
"Aquatic Tuberous Vegetables",2021-08-21,¥326.09,¥235.22,38.63%
"Aquatic Tuberous Vegetables",2021-08-22,¥523.22,¥326.09,60.45%
"Aquatic Tuberous Vegetables",2021-08-23,¥390.47,¥523.22,-25.37%
"Aquatic Tuberous Vegetables",2021-08-24,¥323.28,¥390.47,-17.21%
"Aquatic Tuberous Vegetables",2021-08-25,¥291.73,¥323.28,-9.76%
"Aquatic Tuberous Vegetables",2021-08-26,¥515.14,¥291.73,76.58%
"Aquatic Tuberous Vegetables",2021-08-27,¥459.67,¥515.14,-10.77%
"Aquatic Tuberous Vegetables",2021-08-28,¥412.98,¥459.67,-10.16%
"Aquatic Tuberous Vegetables",2021-08-29,¥454.14,¥412.98,9.96%
"Aquatic Tuberous Vegetables",2021-08-30,¥332.54,¥454.14,-26.78%
"Aquatic Tuberous Vegetables",2021-08-31,¥256.56,¥332.54,-22.85%
"Aquatic Tuberous Vegetables",2021-09-01,¥303.06,¥256.56,18.12%
"Aquatic Tuberous Vegetables",2021-09-02,¥293.42,¥303.06,-3.18%
"Aquatic Tuberous Vegetables",2021-09-03,¥364.79,¥293.42,24.33%
"Aquatic Tuberous Vegetables",2021-09-04,¥430.16,¥364.79,17.92%
"Aquatic Tuberous Vegetables",2021-09-05,¥374.14,¥430.16,-13.02%
"Aquatic Tuberous Vegetables",2021-09-06,¥270.24,¥374.14,-27.77%
"Aquatic Tuberous Vegetables",2021-09-07,¥275.08,¥270.24,1.79%
"Aquatic Tuberous Vegetables",2021-09-08,¥311.44,¥275.08,13.22%
"Aquatic Tuberous Vegetables",2021-09-09,¥329.06,¥311.44,5.66%
"Aquatic Tuberous Vegetables",2021-09-10,¥301.73,¥329.06,-8.31%
"Aquatic Tuberous Vegetables",2021-09-11,¥462.31,¥301.73,53.22%
"Aquatic Tuberous Vegetables",2021-09-12,¥381.14,¥462.31,-17.56%
"Aquatic Tuberous Vegetables",2021-09-13,¥182.23,¥381.14,-52.19%
"Aquatic Tuberous Vegetables",2021-09-14,¥282.21,¥182.23,54.86%
"Aquatic Tuberous Vegetables",2021-09-15,¥244.23,¥282.21,-13.46%
"Aquatic Tuberous Vegetables",2021-09-16,¥263.68,¥244.23,7.96%
"Aquatic Tuberous Vegetables",2021-09-17,¥224.46,¥263.68,-14.87%
"Aquatic Tuberous Vegetables",2021-09-18,¥252.55,¥224.46,12.52%
"Aquatic Tuberous Vegetables",2021-09-19,¥743.4,¥252.55,194.36%
"Aquatic Tuberous Vegetables",2021-09-20,¥730.5,¥743.4,-1.74%
"Aquatic Tuberous Vegetables",2021-09-21,¥666.53,¥730.5,-8.76%
"Aquatic Tuberous Vegetables",2021-09-22,¥223.81,¥666.53,-66.42%
"Aquatic Tuberous Vegetables",2021-09-23,¥157.13,¥223.81,-29.79%
"Aquatic Tuberous Vegetables",2021-09-24,¥249.05,¥157.13,58.5%
"Aquatic Tuberous Vegetables",2021-09-25,¥267.78,¥249.05,7.52%
"Aquatic Tuberous Vegetables",2021-09-26,¥301.48,¥267.78,12.59%
"Aquatic Tuberous Vegetables",2021-09-27,¥257.52,¥301.48,-14.58%
"Aquatic Tuberous Vegetables",2021-09-28,¥205.97,¥257.52,-20.02%
"Aquatic Tuberous Vegetables",2021-09-29,¥280.55,¥205.97,36.21%
"Aquatic Tuberous Vegetables",2021-09-30,¥263.48,¥280.55,-6.08%
"Aquatic Tuberous Vegetables",2021-10-01,¥474.55,¥263.48,80.11%
"Aquatic Tuberous Vegetables",2021-10-02,¥434.08,¥474.55,-8.53%
"Aquatic Tuberous Vegetables",2021-10-03,¥345.51,¥434.08,-20.4%
"Aquatic Tuberous Vegetables",2021-10-04,¥273.66,¥345.51,-20.79%
"Aquatic Tuberous Vegetables",2021-10-05,¥460,¥273.66,68.09%
"Aquatic Tuberous Vegetables",2021-10-06,¥339.15,¥460,-26.27%
"Aquatic Tuberous Vegetables",2021-10-07,¥345.19,¥339.15,1.78%
"Aquatic Tuberous Vegetables",2021-10-08,¥373.48,¥345.19,8.2%
"Aquatic Tuberous Vegetables",2021-10-09,¥281.79,¥373.48,-24.55%
"Aquatic Tuberous Vegetables",2021-10-10,¥398.1,¥281.79,41.28%
"Aquatic Tuberous Vegetables",2021-10-11,¥290.71,¥398.1,-26.98%
"Aquatic Tuberous Vegetables",2021-10-12,¥186.1,¥290.71,-35.99%
"Aquatic Tuberous Vegetables",2021-10-13,¥221.04,¥186.1,18.78%
"Aquatic Tuberous Vegetables",2021-10-14,¥237.63,¥221.04,7.51%
"Aquatic Tuberous Vegetables",2021-10-15,¥417.62,¥237.63,75.74%
"Aquatic Tuberous Vegetables",2021-10-16,¥364.2,¥417.62,-12.79%
"Aquatic Tuberous Vegetables",2021-10-17,¥356.49,¥364.2,-2.12%
"Aquatic Tuberous Vegetables",2021-10-18,¥280.35,¥356.49,-21.36%
"Aquatic Tuberous Vegetables",2021-10-19,¥266.2,¥280.35,-5.05%
"Aquatic Tuberous Vegetables",2021-10-20,¥266.51,¥266.2,0.12%
"Aquatic Tuberous Vegetables",2021-10-21,¥283.37,¥266.51,6.32%
"Aquatic Tuberous Vegetables",2021-10-22,¥284.37,¥283.37,0.35%
"Aquatic Tuberous Vegetables",2021-10-23,¥386.31,¥284.37,35.85%
"Aquatic Tuberous Vegetables",2021-10-24,¥296.51,¥386.31,-23.25%
"Aquatic Tuberous Vegetables",2021-10-25,¥209.33,¥296.51,-29.4%
"Aquatic Tuberous Vegetables",2021-10-26,¥226.18,¥209.33,8.05%
"Aquatic Tuberous Vegetables",2021-10-27,¥218.45,¥226.18,-3.42%
"Aquatic Tuberous Vegetables",2021-10-28,¥230.46,¥218.45,5.5%
"Aquatic Tuberous Vegetables",2021-10-29,¥242.91,¥230.46,5.41%
"Aquatic Tuberous Vegetables",2021-10-30,¥372.5,¥242.91,53.35%
"Aquatic Tuberous Vegetables",2021-10-31,¥340.22,¥372.5,-8.67%
"Aquatic Tuberous Vegetables",2021-11-01,¥269.55,¥340.22,-20.77%
"Aquatic Tuberous Vegetables",2021-11-02,¥240.89,¥269.55,-10.63%
"Aquatic Tuberous Vegetables",2021-11-03,¥242.43,¥240.89,0.64%
"Aquatic Tuberous Vegetables",2021-11-04,¥269.02,¥242.43,10.97%
"Aquatic Tuberous Vegetables",2021-11-05,¥355.62,¥269.02,32.19%
"Aquatic Tuberous Vegetables",2021-11-06,¥391.79,¥355.62,10.17%
"Aquatic Tuberous Vegetables",2021-11-07,¥393.13,¥391.79,0.34%
"Aquatic Tuberous Vegetables",2021-11-08,¥378.63,¥393.13,-3.69%
"Aquatic Tuberous Vegetables",2021-11-09,¥271.95,¥378.63,-28.18%
"Aquatic Tuberous Vegetables",2021-11-10,¥307.93,¥271.95,13.23%
"Aquatic Tuberous Vegetables",2021-11-11,¥260.62,¥307.93,-15.36%
"Aquatic Tuberous Vegetables",2021-11-12,¥359.34,¥260.62,37.88%
"Aquatic Tuberous Vegetables",2021-11-13,¥411.53,¥359.34,14.52%
"Aquatic Tuberous Vegetables",2021-11-14,¥379.98,¥411.53,-7.67%
"Aquatic Tuberous Vegetables",2021-11-15,¥202.15,¥379.98,-46.8%
"Aquatic Tuberous Vegetables",2021-11-16,¥137.41,¥202.15,-32.03%
"Aquatic Tuberous Vegetables",2021-11-17,¥242.72,¥137.41,76.64%
"Aquatic Tuberous Vegetables",2021-11-18,¥149.98,¥242.72,-38.21%
"Aquatic Tuberous Vegetables",2021-11-19,¥200.94,¥149.98,33.98%
"Aquatic Tuberous Vegetables",2021-11-20,¥374.48,¥200.94,86.36%
"Aquatic Tuberous Vegetables",2021-11-21,¥290.22,¥374.48,-22.5%
"Aquatic Tuberous Vegetables",2021-11-22,¥198.61,¥290.22,-31.56%
"Aquatic Tuberous Vegetables",2021-11-23,¥191.41,¥198.61,-3.63%
"Aquatic Tuberous Vegetables",2021-11-24,¥245.48,¥191.41,28.25%
"Aquatic Tuberous Vegetables",2021-11-25,¥188.01,¥245.48,-23.41%
"Aquatic Tuberous Vegetables",2021-11-26,¥277.96,¥188.01,47.84%
"Aquatic Tuberous Vegetables",2021-11-27,¥368.21,¥277.96,32.47%
"Aquatic Tuberous Vegetables",2021-11-28,¥306.01,¥368.21,-16.89%
"Aquatic Tuberous Vegetables",2021-11-29,¥181.99,¥306.01,-40.53%
"Aquatic Tuberous Vegetables",2021-11-30,¥184.36,¥181.99,1.3%
"Aquatic Tuberous Vegetables",2021-12-01,¥223.81,¥184.36,21.4%
"Aquatic Tuberous Vegetables",2021-12-02,¥174.34,¥223.81,-22.1%
"Aquatic Tuberous Vegetables",2021-12-03,¥117.28,¥174.34,-32.73%
"Aquatic Tuberous Vegetables",2021-12-04,¥373.55,¥117.28,218.52%
"Aquatic Tuberous Vegetables",2021-12-05,¥305.96,¥373.55,-18.09%
"Aquatic Tuberous Vegetables",2021-12-06,¥88.33,¥305.96,-71.13%
"Aquatic Tuberous Vegetables",2021-12-07,¥216.89,¥88.33,145.55%
"Aquatic Tuberous Vegetables",2021-12-08,¥174.43,¥216.89,-19.58%
"Aquatic Tuberous Vegetables",2021-12-09,¥171.41,¥174.43,-1.73%
"Aquatic Tuberous Vegetables",2021-12-10,¥225.92,¥171.41,31.8%
"Aquatic Tuberous Vegetables",2021-12-11,¥669.5,¥225.92,196.34%
"Aquatic Tuberous Vegetables",2021-12-12,¥358.56,¥669.5,-46.44%
"Aquatic Tuberous Vegetables",2021-12-13,¥130.59,¥358.56,-63.58%
"Aquatic Tuberous Vegetables",2021-12-14,¥190.73,¥130.59,46.05%
"Aquatic Tuberous Vegetables",2021-12-15,¥11.38,¥190.73,-94.03%
"Aquatic Tuberous Vegetables",2021-12-16,¥237.41,¥11.38,1985.87%
"Aquatic Tuberous Vegetables",2021-12-17,¥240.92,¥237.41,1.48%
"Aquatic Tuberous Vegetables",2021-12-18,¥380.26,¥240.92,57.84%
"Aquatic Tuberous Vegetables",2021-12-19,¥376.97,¥380.26,-0.87%
"Aquatic Tuberous Vegetables",2021-12-20,¥222.86,¥376.97,-40.88%
"Aquatic Tuberous Vegetables",2021-12-21,¥289.04,¥222.86,29.7%
"Aquatic Tuberous Vegetables",2021-12-22,¥184.38,¥289.04,-36.21%
"Aquatic Tuberous Vegetables",2021-12-23,¥180.13,¥184.38,-2.31%
"Aquatic Tuberous Vegetables",2021-12-24,¥212.65,¥180.13,18.05%
"Aquatic Tuberous Vegetables",2021-12-25,¥401.03,¥212.65,88.59%
"Aquatic Tuberous Vegetables",2021-12-26,¥573.5,¥401.03,43.01%
"Aquatic Tuberous Vegetables",2021-12-27,¥252.93,¥573.5,-55.9%
"Aquatic Tuberous Vegetables",2021-12-28,¥210.32,¥252.93,-16.84%
"Aquatic Tuberous Vegetables",2021-12-29,¥209.29,¥210.32,-0.49%
"Aquatic Tuberous Vegetables",2021-12-30,¥224.22,¥209.29,7.13%
"Aquatic Tuberous Vegetables",2021-12-31,¥364.28,¥224.22,62.46%
"Aquatic Tuberous Vegetables",2022-01-01,¥495.95,¥364.28,36.15%
"Aquatic Tuberous Vegetables",2022-01-02,¥164.63,¥495.95,-66.81%
"Aquatic Tuberous Vegetables",2022-01-03,¥354.05,¥164.63,115.06%
"Aquatic Tuberous Vegetables",2022-01-04,¥279.59,¥354.05,-21.03%
"Aquatic Tuberous Vegetables",2022-01-05,¥204.9,¥279.59,-26.71%
"Aquatic Tuberous Vegetables",2022-01-06,¥205.19,¥204.9,0.14%
"Aquatic Tuberous Vegetables",2022-01-07,¥276.27,¥205.19,34.64%
"Aquatic Tuberous Vegetables",2022-01-08,¥360.04,¥276.27,30.32%
"Aquatic Tuberous Vegetables",2022-01-09,¥393.55,¥360.04,9.31%
"Aquatic Tuberous Vegetables",2022-01-10,¥364.11,¥393.55,-7.48%
"Aquatic Tuberous Vegetables",2022-01-11,¥201.69,¥364.11,-44.61%
"Aquatic Tuberous Vegetables",2022-01-12,¥292.66,¥201.69,45.1%
"Aquatic Tuberous Vegetables",2022-01-13,¥133.11,¥292.66,-54.52%
"Aquatic Tuberous Vegetables",2022-01-14,¥340.41,¥133.11,155.74%
"Aquatic Tuberous Vegetables",2022-01-15,¥376.05,¥340.41,10.47%
"Aquatic Tuberous Vegetables",2022-01-16,¥344.06,¥376.05,-8.51%
"Aquatic Tuberous Vegetables",2022-01-17,¥257.77,¥344.06,-25.08%
"Aquatic Tuberous Vegetables",2022-01-18,¥194.51,¥257.77,-24.54%
"Aquatic Tuberous Vegetables",2022-01-19,¥302.33,¥194.51,55.44%
"Aquatic Tuberous Vegetables",2022-01-20,¥333.36,¥302.33,10.26%
"Aquatic Tuberous Vegetables",2022-01-21,¥405.04,¥333.36,21.5%
"Aquatic Tuberous Vegetables",2022-01-22,¥631.72,¥405.04,55.96%
"Aquatic Tuberous Vegetables",2022-01-23,¥722.19,¥631.72,14.32%
"Aquatic Tuberous Vegetables",2022-01-24,¥444.43,¥722.19,-38.46%
"Aquatic Tuberous Vegetables",2022-01-25,¥804.17,¥444.43,80.94%
"Aquatic Tuberous Vegetables",2022-01-26,¥745.97,¥804.17,-7.24%
"Aquatic Tuberous Vegetables",2022-01-27,¥1118.58,¥745.97,49.95%
"Aquatic Tuberous Vegetables",2022-01-28,¥2192.24,¥1118.58,95.98%
"Aquatic Tuberous Vegetables",2022-01-29,¥2262.97,¥2192.24,3.23%
"Aquatic Tuberous Vegetables",2022-01-30,¥2746.65,¥2262.97,21.37%
"Aquatic Tuberous Vegetables",2022-02-01,¥458.31,¥2746.65,-83.31%
"Aquatic Tuberous Vegetables",2022-02-02,¥514.75,¥458.31,12.31%
"Aquatic Tuberous Vegetables",2022-02-03,¥74.08,¥514.75,-85.61%
"Aquatic Tuberous Vegetables",2022-02-04,¥666.02,¥74.08,799.1%
"Aquatic Tuberous Vegetables",2022-02-05,¥21.46,¥666.02,-96.78%
"Aquatic Tuberous Vegetables",2022-02-06,¥779.74,¥21.46,3534.15%
"Aquatic Tuberous Vegetables",2022-02-07,¥494.18,¥779.74,-36.62%
"Aquatic Tuberous Vegetables",2022-02-08,¥294.99,¥494.18,-40.31%
"Aquatic Tuberous Vegetables",2022-02-09,¥300.01,¥294.99,1.7%
"Aquatic Tuberous Vegetables",2022-02-10,¥293.59,¥300.01,-2.14%
"Aquatic Tuberous Vegetables",2022-02-11,¥375.37,¥293.59,27.86%
"Aquatic Tuberous Vegetables",2022-02-12,¥482.54,¥375.37,28.55%
"Aquatic Tuberous Vegetables",2022-02-13,¥309.76,¥482.54,-35.81%
"Aquatic Tuberous Vegetables",2022-02-14,¥198.63,¥309.76,-35.87%
"Aquatic Tuberous Vegetables",2022-02-15,¥399.6,¥198.63,101.17%
"Aquatic Tuberous Vegetables",2022-02-16,¥199.72,¥399.6,-50.02%
"Aquatic Tuberous Vegetables",2022-02-17,¥299.02,¥199.72,49.72%
"Aquatic Tuberous Vegetables",2022-02-18,¥274.46,¥299.02,-8.21%
"Aquatic Tuberous Vegetables",2022-02-19,¥307,¥274.46,11.86%
"Aquatic Tuberous Vegetables",2022-02-20,¥284.64,¥307,-7.28%
"Aquatic Tuberous Vegetables",2022-02-21,¥208.27,¥284.64,-26.83%
"Aquatic Tuberous Vegetables",2022-02-22,¥201.61,¥208.27,-3.2%
"Aquatic Tuberous Vegetables",2022-02-23,¥136.61,¥201.61,-32.24%
"Aquatic Tuberous Vegetables",2022-02-24,¥158.22,¥136.61,15.82%
"Aquatic Tuberous Vegetables",2022-02-25,¥387.15,¥158.22,144.69%
"Aquatic Tuberous Vegetables",2022-02-26,¥326.65,¥387.15,-15.63%
"Aquatic Tuberous Vegetables",2022-02-27,¥264.05,¥326.65,-19.16%
"Aquatic Tuberous Vegetables",2022-02-28,¥167.03,¥264.05,-36.74%
"Aquatic Tuberous Vegetables",2022-03-01,¥30.31,¥167.03,-81.86%
"Aquatic Tuberous Vegetables",2022-03-02,¥139.03,¥30.31,358.74%
"Aquatic Tuberous Vegetables",2022-03-03,¥166.23,¥139.03,19.57%
"Aquatic Tuberous Vegetables",2022-03-04,¥127.66,¥166.23,-23.21%
"Aquatic Tuberous Vegetables",2022-03-05,¥265.38,¥127.66,107.89%
"Aquatic Tuberous Vegetables",2022-03-06,¥282.71,¥265.38,6.53%
"Aquatic Tuberous Vegetables",2022-03-07,¥146.89,¥282.71,-48.04%
"Aquatic Tuberous Vegetables",2022-03-08,¥47.28,¥146.89,-67.81%
"Aquatic Tuberous Vegetables",2022-03-09,¥120.4,¥47.28,154.66%
"Aquatic Tuberous Vegetables",2022-03-10,¥116.38,¥120.4,-3.34%
"Aquatic Tuberous Vegetables",2022-03-11,¥207.41,¥116.38,78.21%
"Aquatic Tuberous Vegetables",2022-03-12,¥261.3,¥207.41,25.98%
"Aquatic Tuberous Vegetables",2022-03-13,¥197.43,¥261.3,-24.44%
"Aquatic Tuberous Vegetables",2022-03-14,¥107.42,¥197.43,-45.59%
"Aquatic Tuberous Vegetables",2022-03-15,¥112.89,¥107.42,5.1%
"Aquatic Tuberous Vegetables",2022-03-16,¥118.2,¥112.89,4.7%
"Aquatic Tuberous Vegetables",2022-03-17,¥226.05,¥118.2,91.24%
"Aquatic Tuberous Vegetables",2022-03-18,¥208.18,¥226.05,-7.9%
"Aquatic Tuberous Vegetables",2022-03-19,¥311.54,¥208.18,49.65%
"Aquatic Tuberous Vegetables",2022-03-20,¥339.66,¥311.54,9.03%
"Aquatic Tuberous Vegetables",2022-03-21,¥182.82,¥339.66,-46.18%
"Aquatic Tuberous Vegetables",2022-03-22,¥196.6,¥182.82,7.54%
"Aquatic Tuberous Vegetables",2022-03-23,¥123.22,¥196.6,-37.33%
"Aquatic Tuberous Vegetables",2022-03-24,¥135.19,¥123.22,9.72%
"Aquatic Tuberous Vegetables",2022-03-25,¥388.15,¥135.19,187.11%
"Aquatic Tuberous Vegetables",2022-03-26,¥375.5,¥388.15,-3.26%
"Aquatic Tuberous Vegetables",2022-03-27,¥352.11,¥375.5,-6.23%
"Aquatic Tuberous Vegetables",2022-03-28,¥193.81,¥352.11,-44.96%
"Aquatic Tuberous Vegetables",2022-03-29,¥158.69,¥193.81,-18.12%
"Aquatic Tuberous Vegetables",2022-03-30,¥232.47,¥158.69,46.49%
"Aquatic Tuberous Vegetables",2022-03-31,¥287.22,¥232.47,23.55%
"Aquatic Tuberous Vegetables",2022-04-01,¥220.3,¥287.22,-23.3%
"Aquatic Tuberous Vegetables",2022-04-02,¥305.25,¥220.3,38.56%
"Aquatic Tuberous Vegetables",2022-04-03,¥374.81,¥305.25,22.79%
"Aquatic Tuberous Vegetables",2022-04-04,¥254.07,¥374.81,-32.21%
"Aquatic Tuberous Vegetables",2022-04-05,¥173.68,¥254.07,-31.64%
"Aquatic Tuberous Vegetables",2022-04-06,¥58.27,¥173.68,-66.45%
"Aquatic Tuberous Vegetables",2022-04-07,¥52.26,¥58.27,-10.31%
"Aquatic Tuberous Vegetables",2022-04-08,¥60.55,¥52.26,15.86%
"Aquatic Tuberous Vegetables",2022-04-09,¥94.15,¥60.55,55.49%
"Aquatic Tuberous Vegetables",2022-04-10,¥153.05,¥94.15,62.55%
"Aquatic Tuberous Vegetables",2022-04-11,¥8.24,¥153.05,-94.62%
"Aquatic Tuberous Vegetables",2022-04-12,¥60.3,¥8.24,631.84%
"Aquatic Tuberous Vegetables",2022-04-13,¥36.88,¥60.3,-38.84%
"Aquatic Tuberous Vegetables",2022-04-14,¥67.25,¥36.88,82.34%
"Aquatic Tuberous Vegetables",2022-04-15,¥147.58,¥67.25,119.46%
"Aquatic Tuberous Vegetables",2022-04-16,¥140.4,¥147.58,-4.86%
"Aquatic Tuberous Vegetables",2022-04-17,¥87.31,¥140.4,-37.81%
"Aquatic Tuberous Vegetables",2022-04-18,¥27.22,¥87.31,-68.83%
"Aquatic Tuberous Vegetables",2022-04-19,¥60.26,¥27.22,121.4%
"Aquatic Tuberous Vegetables",2022-04-20,¥29.51,¥60.26,-51.02%
"Aquatic Tuberous Vegetables",2022-04-21,¥39.11,¥29.51,32.51%
"Aquatic Tuberous Vegetables",2022-04-22,¥70.7,¥39.11,80.79%
"Aquatic Tuberous Vegetables",2022-04-23,¥98.47,¥70.7,39.28%
"Aquatic Tuberous Vegetables",2022-04-24,¥40.68,¥98.47,-58.69%
"Aquatic Tuberous Vegetables",2022-04-25,¥46.77,¥40.68,14.97%
"Aquatic Tuberous Vegetables",2022-04-26,¥44.75,¥46.77,-4.32%
"Aquatic Tuberous Vegetables",2022-04-27,¥22.15,¥44.75,-50.5%
"Aquatic Tuberous Vegetables",2022-04-28,¥26.49,¥22.15,19.59%
"Aquatic Tuberous Vegetables",2022-04-29,¥81.31,¥26.49,206.94%
"Aquatic Tuberous Vegetables",2022-04-30,¥82.98,¥81.31,2.06%
"Aquatic Tuberous Vegetables",2022-05-01,¥150.27,¥82.98,81.1%
"Aquatic Tuberous Vegetables",2022-05-02,¥84.82,¥150.27,-43.56%
"Aquatic Tuberous Vegetables",2022-05-03,¥25.81,¥84.82,-69.57%
"Aquatic Tuberous Vegetables",2022-05-04,¥65.33,¥25.81,153.08%
"Aquatic Tuberous Vegetables",2022-05-05,¥13.73,¥65.33,-78.98%
